GEOID10,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
35025000503,New Mexico,Lea County,1,3743,1484,0,0,0,0,0,0,0,0,0,7.6,83367,1,1,1,1,1,0,0,0,647,3041,647,172,671,172,3041,81.25,671,17.92,859,22.94,259,6.92,2517,67.24,118,3.16,33,0.87,1,0.02,34,0.91,338,9.03,1105,29.52,36,2.43,29,1.93,647,17.28,172,4.59,159,4.24,61,1.62,540,14.42,12,0.33,12,0.33,0,0,1,0.03,81,2.17,198,5.3,10,0.67,7,0.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,814,1014,398,3154,132,40,1,39,377,1252,48,37
35025000504,New Mexico,Lea County,1,3635,1449,0,0,0,0,0,0,0,0,0,4.8,90368,0,1,0,1,0,0,0,0,0,1995,0,0,306,0,1995,54.88,306,8.41,452,12.45,266,7.33,1739,47.83,64,1.77,27,0.74,1,0.03,15,0.4,150,4.11,424,11.67,0,0.01,55,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,608,923,436,3115,114,42,2,31,331,880,15,90
35025000600,New Mexico,Lea County,1,6487,2156,0,111,1.71,0,0,0,0,0,0,15.4,72500,0,1,0,1,0,0,0,0,316,2569,316,106,1061,106,2569,39.61,1061,16.36,799,12.31,319,4.92,1793,27.64,134,2.07,19,0.29,2,0.04,28,0.43,592,9.13,1411,21.75,30,1.41,155,7.21,316,4.88,106,1.64,79,1.22,55,0.84,239,3.68,6,0.09,1,0.02,0,0,3,0.04,68,1.04,91,1.4,0,0,19,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2376,2002,877,4735,280,35,3,61,1373,3271,173,421
35025000701,New Mexico,Lea County,0,1489,513,0,0,0,0,0,0,0,0,0,8.3,74028,0,0,0,0,0,0,0,0,3,3,NULL,1,1,NULL,1489,100,407,27.32,428,28.74,155,10.41,1299,87.24,9,0.6,4,0.27,0,0,12,0.81,165,11.08,427,28.68,0,0,59,11.46,1489,100,407,27.32,428,28.74,155,10.41,1299,87.24,9,0.6,4,0.27,0,0,12,0.81,165,11.08,427,28.68,0,0,59,11.46,3,0.2,1,0.04,0,0.02,2,0.13,3,0.2,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,514,428,155,1299,9,4,0,12,165,427,0,62
35025000702,New Mexico,Lea County,0,3263,648,0,1425,43.67,0,0,0,0,0,0,11.8,72045,0,0,0,0,0,0,0,0,99,99,4,27,27,1,3263,100,1067,32.69,536,16.43,269,8.24,2385,73.09,157,4.81,8,0.25,0,0,133,4.08,580,17.78,1536,47.07,5,0.85,43,6.64,3236,99.18,1057,32.4,528,16.18,269,8.24,2362,72.37,157,4.81,8,0.25,0,0,133,4.08,577,17.67,1521,46.62,5,0.85,42,6.54,99,3.05,27,0.84,21,0.66,24,0.73,94,2.88,1,0.03,0,0,0,0,0,0.01,4,0.12,9,0.28,1,0.1,3,0.45,4,0.12,1,0.03,0,0,0,0,4,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,788,536,269,2385,157,8,0,133,580,1536,5,47
35025000703,New Mexico,Lea County,0,2321,762,0,131,5.64,0,0,0,0,0,0,8.4,94750,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2321,100,323,13.9,627,27.01,200,8.62,2044,88.07,65,2.8,36,1.55,1,0.04,12,0.52,163,7.02,535,23.05,0,0,63,8.23,2224,95.81,309,13.32,608,26.2,183,7.9,1958,84.38,64,2.75,30,1.28,1,0.04,12,0.5,159,6.85,519,22.37,0,0,60,7.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,333,627,200,2044,65,36,1,12,163,535,0,67
35025000704,New Mexico,Lea County,1,2565,943,0,0,0,0,0,0,0,0,0,5.3,70536,1,1,1,1,1,0,0,0,2565,2565,2565,583,583,583,2565,100,583,22.73,676,26.35,268,10.45,2136,83.27,50,1.95,30,1.17,0,0,19,0.74,330,12.87,939,36.61,30,3.14,79,8.34,2565,100,583,22.73,676,26.35,268,10.45,2136,83.27,50,1.95,30,1.17,0,0,19,0.74,330,12.86,939,36.61,30,3.14,79,8.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,670,676,268,2136,50,30,0,19,330,939,35,93
35025000800,New Mexico,Lea County,1,3220,1194,0,0,0,0,0,0,0,0,0,18.6,70824,0,1,0,1,0,0,0,0,263,1459,263,65,435,65,1459,45.3,435,13.51,412,12.8,146,4.53,1240,38.52,18,0.56,7,0.22,2,0.06,6,0.19,185,5.76,589,18.28,3,0.24,75,6.3,263,8.17,65,2.02,69,2.14,25,0.78,239,7.43,3,0.09,0,0.01,0,0,0,0,21,0.64,76,2.35,0,0,14,1.19,4,0.12,1,0.03,0,0,0,0,4,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1092,910,345,2701,36,11,2,20,450,1468,19,148
35025000900,New Mexico,Lea County,0,2175,848,0,0,0,0,0,0,0,0,0,16.3,59643,0,0,0,0,0,0,0,0,51,51,19,12,12,5,2168,99.66,747,34.36,554,25.47,370,16.99,1838,84.5,17,0.78,4,0.18,0,0,17,0.78,292,13.42,1008,46.34,39,4.62,87,10.23,2167,99.63,747,34.35,554,25.47,369,16.97,1837,84.48,17,0.78,4,0.18,0,0,17,0.78,292,13.41,1008,46.34,39,4.62,87,10.22,51,2.33,12,0.54,10,0.45,7,0.32,45,2.05,0,0,0,0,0,0,0,0,6,0.28,9,0.43,1,0.07,2,0.28,19,0.89,5,0.21,3,0.15,2,0.07,16,0.73,0,0,0,0,0,0,0,0,4,0.16,4,0.19,0,0,1,0.12,706,554,371,1844,17,4,0,18,292,1010,33,78
35025001003,New Mexico,Lea County,1,4340,1375,0,329,7.58,0,0,0,0,0,0,11.4,60114,0,1,0,1,0,0,0,0,340,2405,340,119,937,119,2405,55.41,937,21.6,719,16.56,265,6.1,1622,37.38,71,1.64,7,0.16,2,0.05,40,0.93,662,15.25,1366,31.47,29,2.12,74,5.37,340,7.83,119,2.74,35,0.82,10,0.23,297,6.84,24,0.55,0,0,0,0,0,0,19,0.43,150,3.47,0,0,2,0.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1345,1297,540,2870,105,13,2,79,1271,2466,48,133
35025001004,New Mexico,Lea County,1,3617,1201,0,0,0,0,0,0,0,0,0,10,75625,1,1,1,1,1,0,0,0,2247,3617,2247,742,1077,742,3617,100,1077,29.78,1161,32.1,380,10.51,2422,66.96,68,1.88,13,0.36,0,0,49,1.35,1065,29.44,2325,64.28,29,2.4,189,15.73,2247,62.12,742,20.53,705,19.48,238,6.58,1492,41.25,48,1.33,3,0.09,0,0,36,1,667,18.44,1479,40.9,23,1.92,121,10.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1117,1161,380,2422,68,13,0,49,1065,2325,35,202
35025001005,New Mexico,Lea County,1,3513,1162,0,0,0,1,1,1,0,0,1,25.1,55208,1,1,1,1,1,0,0,0,904,2769,904,403,1353,403,2769,78.82,1353,38.51,897,25.54,299,8.51,1869,53.2,90,2.56,8,0.23,0,0,12,0.34,790,22.49,1923,54.75,47,4.08,179,15.43,904,25.73,403,11.47,272,7.73,111,3.16,676,19.23,44,1.24,0,0,0,0,5,0.15,179,5.1,577,16.43,10,0.88,60,5.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2112,1139,368,2433,100,18,2,36,924,2422,91,218
35025001100,New Mexico,Lea County,0,4557,1661,0,0,0,0,0,0,0,0,0,13.8,60229,1,1,1,0,0,1,1,1,1789,1789,1316,714,714,520,4557,100,1729,37.94,1270,27.87,611,13.41,3688,80.93,29,0.64,14,0.31,1,0.02,45,0.99,780,17.12,1852,40.64,46,2.75,145,8.73,4499,98.72,1713,37.59,1254,27.52,600,13.17,3641,79.91,29,0.64,14,0.31,1,0.02,43,0.94,770,16.9,1836,40.29,46,2.75,143,8.63,1789,39.27,714,15.67,482,10.57,292,6.42,1479,32.45,17,0.37,10,0.22,1,0.02,16,0.36,266,5.84,635,13.93,7,0.39,61,3.67,1316,28.88,520,11.41,351,7.71,211,4.62,1071,23.51,17,0.36,7,0.15,1,0.02,13,0.28,208,4.56,501,10.98,0,0,45,2.72,1727,1270,611,3688,29,14,1,45,780,1852,36,134
35027960200,New Mexico,Lincoln County,0,1826,822,0,116,6.35,1,1,1,1,0,1,22.5,51250,1,1,1,0,0,1,1,1,1766,1766,568,851,851,172,1826,100,888,48.61,290,15.88,423,23.17,1537,84.17,8,0.44,2,0.11,0,0,32,1.75,247,13.53,625,34.23,61,7.38,99,12,1826,100,888,48.61,290,15.88,423,23.17,1537,84.17,8,0.44,2,0.11,0,0,32,1.75,247,13.53,625,34.23,61,7.38,99,12,1766,96.73,851,46.62,283,15.48,410,22.46,1482,81.14,8,0.44,1,0.05,0,0,29,1.59,247,13.5,616,33.75,58,7.07,95,11.57,568,31.1,172,9.43,93,5.1,123,6.75,511,27.99,0,0.01,1,0.05,0,0,7,0.36,49,2.68,131,7.16,14,2,30,3.67,694,290,423,1537,8,2,0,32,247,625,46,75
35027960300,New Mexico,Lincoln County,0,3052,1341,0,0,0,0,0,0,0,0,0,18.2,49324,0,0,0,0,0,0,0,0,295,295,145,117,117,58,2679,87.77,1046,34.28,511,16.74,578,18.93,2406,78.82,8,0.25,2,0.07,1,0.03,21,0.69,242,7.91,510,16.71,31,2.29,103,7.71,2471,80.96,967,31.68,468,15.34,529,17.32,2231,73.1,7,0.23,2,0.07,1,0.03,20,0.65,210,6.89,463,15.16,28,2.08,95,7.1,295,9.67,117,3.85,68,2.24,75,2.45,262,8.58,0,0,0,0,0,0,0,0.01,33,1.08,94,3.07,3,0.19,10,0.77,145,4.76,58,1.89,35,1.15,42,1.37,137,4.48,0,0,0,0,0,0,0,0,9,0.28,48,1.57,1,0,5,0.37,1059,613,645,2694,13,3,1,28,313,635,30,100
35027960400,New Mexico,Lincoln County,0,6771,2904,0,0,0,0,0,0,0,1,0,17.5,66026,1,1,0,0,0,1,0,1,1026,1026,271,442,442,117,6560,96.89,2462,36.35,1326,19.59,1358,20.05,5490,81.09,28,0.42,20,0.3,6,0.09,155,2.29,861,12.71,2379,35.14,101,3.49,514,17.69,6195,91.49,2345,34.64,1219,18,1312,19.38,5199,76.79,24,0.35,20,0.29,6,0.09,149,2.2,797,11.77,2183,32.25,94,3.25,488,16.81,1026,15.15,442,6.53,214,3.16,240,3.54,812,12,2,0.03,1,0.01,1,0.01,11,0.16,198,2.93,530,7.83,9,0.3,77,2.66,271,4,117,1.73,69,1.02,55,0.81,202,2.98,0,0,0,0,1,0.01,0,0,67,0.99,159,2.34,2,0,20,0.68,2774,1390,1374,5655,32,20,6,175,883,2464,95,490
35027960600,New Mexico,Lincoln County,1,6300,2996,0,0,0,0,0,0,0,0,0,12.3,54500,1,1,1,1,1,0,0,0,3657,5038,3657,1238,1691,1238,5038,79.97,1691,26.85,829,13.15,1331,21.12,4363,69.26,17,0.28,25,0.4,1,0.02,126,2,506,8.03,1231,19.55,48,1.59,183,6.11,3657,58.05,1238,19.65,575,9.12,986,15.65,3262,51.77,8,0.12,17,0.27,0,0,64,1.02,306,4.86,788,12.51,34,1.13,136,4.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,1047,1623,5390,25,32,1,169,683,1605,54,189
35027960800,New Mexico,Lincoln County,1,2548,1156,0,0,0,0,0,0,0,0,0,17,56595,1,1,1,1,1,0,0,0,1126,2059,1126,493,886,493,2059,80.81,886,34.76,452,17.72,362,14.2,1757,68.94,12,0.46,14,0.56,2,0.08,72,2.82,203,7.96,645,25.3,19,1.65,184,15.94,1126,44.18,493,19.33,276,10.84,184,7.2,970,38.05,5,0.19,6,0.25,1,0.05,33,1.29,111,4.35,411,16.14,6,0.53,99,8.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,818,548,440,2163,18,18,2,85,262,781,23,176
35028000100,New Mexico,Los Alamos County,1,3839,1544,0,0,0,0,0,0,0,0,0,4.8,156403,1,1,1,1,1,0,0,0,3293,3836,3293,358,434,358,3836,99.93,434,11.32,956,24.91,628,16.35,3349,87.22,17,0.44,271,7.05,3,0.08,23,0.6,174,4.53,491,12.78,38,2.49,22,1.43,3293,85.77,358,9.32,821,21.38,564,14.69,2879,75,15,0.38,228,5.94,3,0.08,19,0.5,149,3.87,417,10.87,30,1.95,19,1.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,400,957,628,3351,17,271,3,23,174,491,36,21
35028000200,New Mexico,Los Alamos County,1,5057,2030,0,4,0.08,0,0,0,0,0,0,5.5,131696,0,1,0,1,0,0,0,0,445,2591,445,47,220,47,2591,51.23,220,4.34,728,14.4,315,6.23,2360,46.67,4,0.08,81,1.61,1,0.02,19,0.38,125,2.47,334,6.61,30,1.5,20,1,445,8.8,47,0.93,131,2.6,43,0.86,413,8.16,0,0.01,13,0.26,0,0,4,0.08,15,0.29,63,1.26,3,0.17,3,0.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,452,1443,475,4448,24,259,3,45,278,699,44,41
35028000400,New Mexico,Los Alamos County,1,3317,1798,0,90,2.71,0,0,0,0,1,0,10.9,106442,1,1,1,1,1,0,0,1,2574,3225,2574,381,525,381,3225,97.21,525,15.82,487,14.67,577,17.41,2604,78.51,35,1.05,334,10.08,2,0.06,39,1.17,211,6.35,648,19.54,153,8.5,42,2.31,2574,77.61,381,11.48,394,11.86,482,14.52,2079,62.69,24,0.73,274,8.25,1,0.03,34,1.02,162,4.9,487,14.67,122,6.76,33,1.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,591,501,608,2682,35,339,2,39,220,661,164,43
35028000500,New Mexico,Los Alamos County,1,5737,2291,0,0,0,0,0,0,0,0,0,2,149836,1,1,1,1,1,0,0,0,1685,4516,1685,119,333,119,4516,78.71,333,5.8,1108,19.31,785,13.68,4159,72.5,13,0.23,158,2.75,2,0.03,28,0.49,155,2.71,626,10.91,43,1.89,10,0.43,1685,29.37,119,2.07,387,6.74,368,6.42,1560,27.18,5,0.09,52,0.91,1,0.02,8,0.14,59,1.02,208,3.63,10,0.45,4,0.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,395,1447,975,5284,26,202,2,35,188,795,46,12
35029000100,New Mexico,Luna County,0,5385,2211,0,0,0,0,0,0,1,1,1,31.6,45302,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,3430,63.7,1877,34.85,808,15.01,882,16.38,2778,51.59,38,0.71,22,0.41,0,0,13,0.24,579,10.75,1791,33.27,162,7.34,448,20.28,1201,22.3,758,14.08,202,3.75,402,7.47,1010,18.75,12,0.23,7,0.13,0,0,4,0.07,168,3.11,413,7.66,57,2.58,160,7.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2949,1415,1181,4264,59,48,2,25,987,3194,245,689
35029000200,New Mexico,Luna County,1,4250,1553,0,0,0,1,1,1,0,0,1,27.6,45634,1,1,1,1,1,0,0,0,1306,3386,1306,737,1946,737,3386,79.67,1946,45.78,1021,24.04,543,12.78,2581,60.72,35,0.83,13,0.31,8,0.19,56,1.31,693,16.31,2434,57.28,82,5.31,249,16.02,1306,30.73,737,17.35,318,7.47,329,7.75,1043,24.53,15,0.35,6,0.13,0,0,18,0.42,225,5.3,739,17.4,37,2.4,105,6.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2352,1273,692,3209,38,26,8,69,900,3053,96,329
35029000300,New Mexico,Luna County,1,2411,962,0,55,2.28,1,1,1,1,1,1,28.2,45179,1,1,1,1,1,0,0,1,1416,2304,1416,723,1240,723,2304,95.57,1240,51.41,617,25.58,575,23.85,1823,75.62,26,1.08,3,0.12,0,0,28,1.16,424,17.59,1462,60.64,162,16.82,355,36.93,1416,58.71,723,29.97,376,15.61,341,14.16,1104,45.79,16,0.66,2,0.08,0,0,9,0.36,285,11.81,928,38.48,81,8.43,205,21.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1196,641,600,1916,26,3,0,28,438,1537,158,347
35029000400,New Mexico,Luna County,0,5936,2274,0,2,0.03,1,1,1,1,1,1,24.4,29568,1,1,1,0,0,1,1,1,2652,2652,1912,1807,1807,1292,5936,100,3569,60.12,1539,25.93,1296,21.83,4694,79.08,33,0.56,16,0.27,1,0.02,71,1.2,1121,18.88,3277,55.21,109,4.8,606,26.65,5936,100,3569,60.12,1539,25.93,1296,21.83,4694,79.08,33,0.56,16,0.27,1,0.02,71,1.2,1121,18.88,3277,55.21,109,4.8,606,26.65,2652,44.67,1807,30.43,689,11.6,576,9.71,1952,32.89,20,0.34,9,0.15,0,0,45,0.76,625,10.53,1656,27.89,76,3.35,273,12,1912,32.21,1292,21.77,583,9.82,369,6.21,1314,22.13,10,0.17,3,0.05,0,0,23,0.39,562,9.47,1486,25.04,57,3,181,7.98,2860,1539,1296,4694,33,16,1,71,1121,3277,85,501
35029000500,New Mexico,Luna County,1,4338,1718,0,6,0.14,1,1,1,1,1,1,34.9,44779,1,1,1,1,1,0,0,1,3926,4337,3926,2652,2937,2652,4337,99.98,2937,67.71,1130,26.04,751,17.31,3347,77.16,42,0.97,10,0.23,6,0.14,84,1.93,848,19.55,2329,53.69,187,10.91,442,25.71,3926,90.51,2652,61.14,1003,23.12,712,16.42,3057,70.47,33,0.77,10,0.23,6,0.14,75,1.73,745,17.18,2020,46.57,171,9.96,402,23.4,646,14.89,434,10,134,3.1,147,3.38,540,12.45,5,0.12,5,0.12,0,0,5,0.12,91,2.09,236,5.45,33,1.92,72,4.18,99,2.29,70,1.62,11,0.25,32,0.74,87,2,0,0,1,0.02,0,0,1,0.02,11,0.26,14,0.31,6,0,13,0.76,3032,1130,751,3348,42,10,6,84,848,2330,170,383
35029000600,New Mexico,Luna County,1,2775,875,0,488,17.59,0,1,0,1,1,1,35.3,37813,0,1,0,1,0,0,0,1,90,1372,90,70,1065,70,1372,49.45,1065,38.36,328,11.82,196,7.06,1002,36.11,60,2.16,13,0.46,0,0.01,21,0.76,276,9.96,945,34.07,110,12.53,197,22.56,90,3.26,70,2.53,25,0.92,18,0.66,62,2.25,11,0.4,0,0,0,0,1,0.03,16,0.58,62,2.24,7,0.78,13,1.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2075,647,387,2080,90,16,2,40,547,2032,184,347
